Team ID,Team Description,,Full Name,,1,,,2,,,3,,,4,,,5,,,6,,,,Pokepaste,EVs,Extracted paste?,Replica Status,Replica Code,,,,,,,,,,,,,,,,
MC247,TDUmbreon's VR September Challenge Top 8 Team,,TDUmbreon,,,,Aerodactylite,,,Charizardite Y,,,Sitrus Berry,,,Focus Sash,,,Fairy Feather,,,Life Orb,,https://pokepast.es/95aa5745d38853fe,No,Extracted,X,None,13 Sep 2026,VR September Challenge,8th,https://x.com/TDUmbreon/status/2099223413776679138,-,https://victoryroad.pro/vr-sep26/,TDUmbreon,,Aerodactyl-Mega,Charizard-Mega-Y,Farigiraf,Kingambit,Sylveon,Garchomp,,MC247
MC246,yura's VR September Challenge Top 16 Team,,yura,,,,Raichunite Y,,,Salamencite,,,Colbur Berry,,,Leftovers,,,Miracle Seed,,,Life Orb,,https://pokepast.es/a982beaee27d32ec,Yes,Extracted,✔,7C8RLWGQWV,13 Sep 2026,VR September Challenge,9th,https://x.com/yurayura_pon/status/2099350701302579698,-,https://victoryroad.pro/vr-sep26/,yurayura_pon,,Raichu-Mega-Y,Salamence-Mega,Ceruledge,Milotic,Rillaboom,Gholdengo,,MC246
MC245,ege's VR September Challenge Top 16 Team,,Shuji ENDO,,,,Garchompite Z,,,Metagrossite,,,Sitrus Berry,,,Grassy Seed,,,Miracle Seed,,,White Herb,,https://pokepast.es/e74e8282d41a3802,Yes,Extracted,✔,PGARJCNDJJ,13 Sep 2026,VR September Challenge,10th,https://x.com/cycleshop_i/status/2099184704373317839,https://x.com/BTrickroomZ/status/2098762312920580143,https://victoryroad.pro/vr-sep26/,cycleshop_i,,Garchomp-Mega-Z,Metagross-Mega,Incineroar,Volcarona,Rillaboom,Sneasler,,MC245
MC244,GonesTR_'s VR September Challenge Top 16 Team,,Gonzalo Estrada,,,,Cameruptite,,,White Herb,,,Psychic Seed,,,Sitrus Berry,,,Black Glasses,,,Life Orb,,https://pokepast.es/494d89b2c921e991,No,Extracted,X,None,13 Sep 2026,VR September Challenge,11th,https://x.com/GonesTR_,-,https://victoryroad.pro/vr-sep26/,GonesTR_,,Camerupt-Mega,Incineroar,Indeedee-F,Farigiraf,Kingambit,Hatterene,,MC244
MC243,Lucas Gardes' VR September Challenge Top 16 Team,,Lucas Gardes,,,,Gardevoirite,,,Staraptite,,,Focus Sash,,,Choice Scarf,,,Psychic Seed,,,Colbur Berry,,https://pokepast.es/8551775ba713381f,No,Extracted,X,None,13 Sep 2026,VR September Challenge,12th,No Tweet,-,https://victoryroad.pro/vr-sep26/,Lucas Gardes,,Gardevoir-Mega,Staraptor-Mega,Armarouge,Annihilape,Sneasler,Indeedee-F,,MC243
MC242,FcVinday's VR September Challenge Top 16 Team,,FcVinday,,,,Charizardite Y,,,Golisopite,,,Sitrus Berry,,,Light Clay,,,Leftovers,,,Roseli Berry,,https://pokepast.es/1068e9431ff33464,No,Extracted,X,None,13 Sep 2026,VR September Challenge,13th,https://x.com/FcVinday/status/2099184724237226258,-,https://victoryroad.pro/vr-sep26/,FcVinday,,Charizard-Mega-Y,Golisopod-Mega,Pelipper,Grimmsnarl,Archaludon,Hydreigon,,MC242
MC241,kaki's VR September Challenge Team,,kaki,,,,Garchompite Z,,,Metagrossite,,,Sitrus Berry,,,Leftovers,,,Miracle Seed,,,Focus Sash,,https://pokepast.es/a202a04735494175,Yes,Extracted,✔,NGYJFBFALF,13 Sep 2026,VR September Challenge,,https://x.com/kaki__poke/status/2098887224519733451?s=46,-,https://victoryroad.pro/vr-sep26/,kaki__poke,,Garchomp-Mega-Z,Metagross-Mega,Incineroar,Milotic,Rillaboom,Pawmot,,MC241
MC240,James Baek's Absol-Z Sylveon Team,,James Baek,,,,Absolite Z,,,Focus Sash,,,Leftovers,,,Life Orb,,,Grassy Seed,,,Fairy Feather,,https://pokepast.es/235094a08938ad08,Yes,Owner's,✔,48NXDQUJMV,14 Sep 2026,Video,,https://www.youtube.com/watch?v=bJnmkhmQrEM,-,-,JamesWBaek,,Absol-Mega-Z,Arcanine-Hisui,Milotic,Rillaboom,Sneasler,Sylveon,,MC240
MC239,pathogenvgc's Baxcalibur Snow Team,,pathogenvgc,,,,Baxcalibrite,,,Sitrus Berry,,,Leftovers,,,Focus Sash,,,Life Orb,,,Light Clay,,https://pokepast.es/a630a7a5018325c9,Yes,Extracted,✔,4907CAA8K6,14 Sep 2026,-,,https://x.com/pathogenvgc/status/2099301392594690146?s=46,-,-,pathogenvgc,,Baxcalibur-Mega,Incineroar,Milotic,Sneasler,Gholdengo,Ninetales-Alola,,MC239
MC238,KKCWind's Golisopod Sirfetch'd Team,,Huang Yang-Jie,,,,Glimmoranite,,,Golisopite,,,Chople Berry,,,Leek,,,Focus Sash,,,Sitrus Berry,,https://pokepast.es/ecf978d5f23a5b2f,Yes,Extracted,✔,FNMLD0MNUH,14 Sep 2026,Grassroots Local Tour,Top 8,https://x.com/asc5543/status/2099301547897417917?s=46,-,-,asc5543,,Glimmora-Mega,Golisopod-Mega,Incineroar,Sirfetch'd,Whimsicott,Farigiraf,,MC238
MC237,Castorbrown's Garchomp-Z Pawmot Team,,Castorbrown,,,,Garchompite Z,,,Gengarite,,,Grassy Seed,,,Miracle Seed,,,Focus Sash,,,Life Orb,,https://pokepast.es/93c86d303e85d1da,Yes,Owner's,✔,S3LAGGUN58,13 Sep 2026,Grassroots Local Tour,,https://x.com/CastorbrownVGC/status/2099130666508304884?s=20,-,-,CastorbrownVGC,,Garchomp-Mega-Z,Gengar-Mega,Milotic,Rillaboom,Pawmot,Kingambit,,MC237
MC236,Yunittoyuni's Salamence Baxcalibur Team,,Yuma Suzuki,,,,Salamencite,,,Sitrus Berry,,,White Herb,,,Choice Scarf,,,Focus Sash,,,Haban Berry,,https://pokepast.es/294036c07bd7b7b4,Yes,Extracted,✔,QBK6NBT4HT,14 Sep 2026,-,,https://x.com/yunittoyuni/status/2099182489344581636?s=46,-,-,yunittoyuni,,Salamence-Mega,Incineroar,Sneasler,Indeedee,Gholdengo,Baxcalibur,,MC236
MC235,ZekromZeke's Local Tour Champion Team,,Ezequiel Cordero,,,,Salamencite,,,Tyranitarite,,,Sitrus Berry,,,Expert Belt,,,Focus Sash,,,Life Orb,,https://pokepast.es/43bdff98a519db09,Yes,Owner's,✔,FL0AV1GKCS,14 Sep 2026,Local Tour,Champion,https://x.com/zekromzeke/status/2099290912543150082?s=46,-,-,zekromzeke,,Salamence-Mega,Tyranitar-Mega,Milotic,Rillaboom,Excadrill,Gholdengo,,MC235
MC234,Panda's Baxcalibur Volcarona Team,,Justin Tang,,,,Baxcalibrite,,,Sitrus Berry,,,Grassy Seed,,,Life Orb,,,Miracle Seed,,,White Herb,,https://pokepast.es/ca08bca9b981be5c,Yes,Owner's,✔,M9B2QPKFX0,14 Sep 2026,Video,,https://x.com/unironicpanda/status/2099275589857251385?s=46,https://youtu.be/77H5SwoaK2E?si=I-0B2u9w7AOKeU8Z,-,unironicpanda,,Baxcalibur-Mega,Incineroar,Volcarona,Basculegion,Rillaboom,Sneasler,,MC234
MC233,alcana's Baxcalibur Volcarona Team,,Kiwamu Endo,,,,Baxcalibrite,,,Rocky Helmet,,,Leftovers,,,Occa Berry,,,Grassy Seed,,,Focus Sash,,https://pokepast.es/419384c3fd6c9e16,Yes,Extracted,✔,RK045FYW34,14 Sep 2026,Video,,https://www.youtube.com/watch?v=F9db2hp61xg,-,-,alcana_10906,,Baxcalibur-Mega,Volcarona,Milotic,Rillaboom,Sneasler,Kingambit,,MC233
MC232,slothdiesel's Absol-Z Floette Team,,slothdiesel,,,,Absolite Z,,,Floettite,,,Focus Sash,,,Occa Berry,,,Grassy Seed,,,Life Orb,,https://pokepast.es/31a5a41549fd6ddf,Yes,Owner's,✔,UV9B1U8RD4,14 Sep 2026,Video,,https://x.com/slothdiesel/status/2099173333996904548?s=46,https://www.youtube.com/watch?v=nKJr2uR2zGc,-,slothdiesel,,Absol-Mega-Z,Floette-Mega,Arcanine-Hisui,Rillaboom,Sneasler,Gholdengo,,MC232
MC231,pokebrosvgc's Salamence Whimsicott Team,,pokebrosvgc,,,,Salamencite,,,Sitrus Berry,,,Life Orb,,,White Herb,,,Focus Sash,,,Chople Berry,,https://pokepast.es/19e1531c9134e373,Yes,Extracted,✔,EQ1E8KHQAP,14 Sep 2026,-,,https://x.com/pokebrosvgc/status/2099197182364844481?s=46,-,-,pokebrosvgc,,Salamence-Mega,Incineroar,Basculegion,Sneasler,Whimsicott,Kingambit,,MC231
MC230,KantoClark's Salamence Sand Team,,Nicholas Clark,,,,Salamencite,,,Sitrus Berry,,,Choice Scarf,,,Wide Lens,,,Life Orb,,,Light Clay,,https://pokepast.es/426195e3e323334c,Yes,Extracted,✔,8NJRT9TFM4,13 Sep 2026,-,,https://x.com/KantoClark/status/2099163232346726875?s=20,-,-,KantoClark,,Salamence-Mega,Houndstone,Tyranitar,Maushold-Four,Gholdengo,Grimmsnarl,,MC230
MC229,KantoClark's Typhlosion Sand Team,,Nicholas Clark,,,,Tyranitarite,,,Choice Scarf,,,Psychic Seed,,,Focus Sash,,,Sitrus Berry,,,Life Orb,,https://pokepast.es/20c8c6b6e8e9b868,Yes,Extracted,✔,TLGDS5M1XL,13 Sep 2026,-,,https://x.com/kantoclark/status/2099155960757444977?s=46,-,-,kantoclark,,Tyranitar-Mega,Typhlosion,Sneasler,Indeedee,Corviknight,Garchomp,,MC229
MC228,silversandbag's Golisopod Floette Team,,silversandbag,,,,Floettite,,,Golisopite,,,Charcoal,,,Leftovers,,,Miracle Seed,,,Sitrus Berry,,https://pokepast.es/3c4611ccba18d35a,Yes,Extracted,✔,78ECP273HG,13 Sep 2026,-,,https://x.com/silversandbag/status/2098908645358772581?s=46,-,-,silversandbag,,Floette-Eternal-Mega,Golisopod-Mega,Arcanine-Hisui,Milotic,Rillaboom,Farigiraf,,MC228
MC227,Jannik's ValkrixVGC Pokemon Champions League #03 Champion Team,,Jannik Koch,,,,Dragoninite,,,Sitrus Berry,,,Life Orb,,,Psychic Seed,,,Focus Sash,,,Fairy Feather,,https://pokepast.es/d4ace2bc38fdbd71,Yes,Owner's,X,None,13 Sep 2026,ValkrixVGC Pokemon Champions League #03,Champion,https://x.com/lightoz18/status/2099176420631060729?s=46,-,https://play.limitlesstcg.com/tournament/6a8aefa281741245b151cb61/standings,lightoz18,,Dragonite-Mega,Incineroar,Basculegion,Sneasler,Indeedee,Sylveon,,MC227
MC226,Justin's Salamence Raichu-Y Team,,Justin Cerioni,,,,Raichunite Y,,,Salamencite,,,Focus Sash,,,Black Glasses,,,Fairy Feather,,,Life Orb,,https://pokepast.es/6c8f1d6176940580,Yes,Extracted,✔,HS7HNR8V1V,13 Sep 2026,-,,https://x.com/byte_v24/status/2099230353936232777?s=46,-,-,byte_v24,,Raichu-Mega-Y,Salamence-Mega,Arcanine-Hisui,Kingambit,Sylveon,Baxcalibur,,MC226
MC225,CloverBells' Salamence Sun Team,,CloverBells,,,,Charizardite Y,,,Salamencite,,,Miracle Seed,,,Grassy Seed,,,Life Orb,,,Fairy Feather,,https://pokepast.es/2d9490a4361c8159,Yes,Owner's,X,None,13 Sep 2026,Video,,https://x.com/cloverbells21/status/2099176720024625208?s=46,https://www.youtube.com/watch?v=ZzWBSi2alZM,-,cloverbells21,,Charizard-Mega-Y,Salamence-Mega,Rillaboom,Sneasler,Kingambit,Sylveon,,MC225
MC224,CloverBells' Salamence Snow Team,,CloverBells,,,,Froslassite,,,Salamencite,,,Focus Sash,,,Life Orb,,,White Herb,,,Grassy Seed,,https://pokepast.es/b6bace50909f3571,Yes,Owner's,X,None,13 Sep 2026,Video,,https://x.com/cloverbells21/status/2099176720024625208?s=46,https://www.youtube.com/watch?v=ZzWBSi2alZM,-,cloverbells21,,Froslass-Mega,Salamence-Mega,Arcanine-Hisui,Rillaboom,Sneasler,Gholdengo,,MC224
MC223,CloverBells' Salamence Sand Team,,CloverBells,,,,Salamencite,,,Tyranitarite,,,Sitrus Berry,,,Focus Sash,,,Psychic Seed,,,Choice Scarf,,https://pokepast.es/6a572a56178f0271,Yes,Owner's,X,None,13 Sep 2026,Video,,https://x.com/cloverbells21/status/2099176720024625208?s=46,https://www.youtube.com/watch?v=ZzWBSi2alZM,-,cloverbells21,,Salamence-Mega,Tyranitar-Mega,Milotic,Excadrill,Sneasler,Indeedee,,MC223
MC222,CloverBells' Salamence Floette Team V2,,CloverBells,,,,Floettite,,,Salamencite,,,Life Orb,,,Miracle Seed,,,Grassy Seed,,,Focus Sash,,https://pokepast.es/a475819584747fe7,Yes,Owner's,X,None,13 Sep 2026,Video,,https://x.com/cloverbells21/status/2099176720024625208?s=46,https://www.youtube.com/watch?v=ZzWBSi2alZM,-,cloverbells21,,Floette-Mega,Salamence-Mega,Basculegion,Rillaboom,Sneasler,Kingambit,,MC222
MC221,CloverBells' Salamence Floette Team,,CloverBells,,,,Floettite,,,Salamencite,,,Sitrus Berry,,,Miracle Seed,,,Grassy Seed,,,Life Orb,,https://pokepast.es/fdc0b961c0d0ef8c,Yes,Owner's,X,None,13 Sep 2026,Video,,https://x.com/cloverbells21/status/2099176720024625208?s=46,https://www.youtube.com/watch?v=ZzWBSi2alZM,-,cloverbells21,,Floette-Mega,Salamence-Mega,Incineroar,Rillaboom,Sneasler,Gholdengo,,MC221
MC220,ikorin_poke's Salamence Terrain Team,,ikorin_poke,,,,Salamencite,,,Focus Sash,,,Leftovers,,,Electric Seed,,,Life Orb,,,Choice Scarf,,https://pokepast.es/ac6967ec268cbdf8,Yes,Extracted,✔,64VX7L8MHQ,13 Sep 2026,-,,https://x.com/ikorin_poke/status/2099137383925190779?s=46,-,-,ikorin_poke,,Salamence-Mega,Arcanine-Hisui,Milotic,Pincurchin,Raichu-Alola,Indeedee,,MC220
MC219,dengus075's Local Tour Top 4 Team,,dengus075,,,,Salamencite,,,Focus Sash,,,Life Orb,,,Miracle Seed,,,Grassy Seed,,,Chople Berry,,https://pokepast.es/a5dfce8794a63b55,Yes,Extracted,✔,CHKSYLXT6E,13 Sep 2026,Local Tour,Top 4,https://x.com/dengus075/status/2099138239957225617?s=46,-,-,dengus075,,Salamence-Mega,Arcanine-Hisui,Basculegion,Rillaboom,Sneasler,Kingambit,,MC219
MC218,PerishSongJP's Salamence Sand Team,,PerishSongJP,,,,Salamencite,,,Life Orb,,,Psychic Seed,,,Choice Scarf,,,Focus Sash,,,Black Glasses,,https://pokepast.es/5890d238feb764a2,Yes,Extracted,✔,EXF4EY5G2P,13 Sep 2026,-,,https://x.com/UsaUsaBallon/status/2099124117559705892?s=20,-,-,UsaUsaBallon,,Salamence-Mega,Excadrill,Sneasler,Tyranitar,Indeedee,Kingambit,,MC218
MC217,ntmgpoke's Salamence Sylveon Team,,Megumi Natsu,,,,Salamencite,,,Life Orb,,,Miracle Seed,,,White Herb,,,Focus Sash,,,Fairy Feather,,https://pokepast.es/2f25d07c9b26e73c,Yes,Extracted,✔,A92BW0309S,13 Sep 2026,-,,https://x.com/ntmgpoke/status/2099123076214714551?s=20,-,-,ntmgpoke,,Salamence-Mega,Basculegion,Rillaboom,Sneasler,Kingambit,Sylveon,,MC217
MC216,ribe88's Garchomp-Z Golisopod Team,,ribe88,,,,Garchompite Z,,,Golisopite,,,Leftovers,,,Focus Sash,,,Miracle Seed,,,White Herb,,https://pokepast.es/9426942ee013d590,Yes,Extracted,✔,XBXPQ35S9X,13 Sep 2026,-,,https://x.com/ribe88/status/2099095197695308019?s=46,-,-,ribe88,,Garchomp-Mega-Z,Golisopod-Mega,Milotic,Pelipper,Rillaboom,Sneasler,,MC216
MC215,ribe88's Raichu-Y Goliosopod Team,,ribe88,,,,Golisopite,,,Raichunite Y,,,Leftovers,,,Focus Sash,,,Life Orb,,,Black Glasses,,https://pokepast.es/a702bf47f522438b,Yes,Extracted,✔,HKD43P28BK,13 Sep 2026,-,,https://x.com/ribe88/status/2099031184408027281?s=46,-,-,ribe88,,Golisopod-Mega,Raichu-Mega-Y,Milotic,Pelipper,Rillaboom,Kingambit,,MC215
MC214,nihileyugo's Golisopod Swampert Team V2,,nihileyugo,,,,Golisopite,,,Swampertite,,,Passho Berry,,,Choice Scarf,,,Sitrus Berry,,,Leftovers,,https://pokepast.es/30899280e5d3329e,Yes,Extracted,✔,UUUPAUKUAD,13 Sep 2026,-,,https://x.com/nihileyugo/status/2099090294910390283?s=46,-,-,nihileyugo,,Golisopod-Mega,Swampert-Mega,Incineroar,Basculegion,Pelipper,Archaludon,,MC214
MC213,nihileyugo's Golisopod Swampert Team,,nihileyugo,,,,Golisopite,,,Swampertite,,,Choice Scarf,,,Sitrus Berry,,,Focus Sash,,,Leftovers,,https://pokepast.es/83bf8aa4785e4b68,Yes,Extracted,✔,9WG4B6PJA9,13 Sep 2026,-,,https://x.com/nihileyugo/status/2098811679635284298?s=46,-,-,nihileyugo,,Golisopod-Mega,Swampert-Mega,Basculegion,Pelipper,Sneasler,Archaludon,,MC213
MC212,etc25269248's Metagross Terrain Team,,etc25269248,,,,Metagrossite,,,Focus Sash,,,Leftovers,,,Miracle Seed,,,Grassy Seed,,,Eject Button,,https://pokepast.es/7664efb6099c8d98,Yes,Extracted,✔,H01QKV7GX1,13 Sep 2026,-,,https://x.com/etc25269248/status/2099014314434977987?s=46,-,-,etc25269248,,Metagross-Mega,Armarouge,Incineroar,Rillaboom,Sneasler,Indeedee-F,,MC212
MC211,Rod's Make It Rain Tour Top 8 Team,,Rod,,,,Floettite,,,Raichunite Y,,,Sitrus Berry,,,Miracle Seed,,,Grassy Seed,,,Life Orb,,https://pokepast.es/a0582a49f5490809,Yes,Extracted,✔,MUGYS5V4LF,13 Sep 2026,Make it Rain Tour,5th,https://x.com/trnrrodvgc/status/2099081142175776769?s=46,Tera Square Offline Meetup #2 Team,https://play.limitlesstcg.com/tournament/6a7ba8f62b308b6067b5199c/standings,trnrrodvgc,,Floette-Eternal-Mega,Raichu-Mega-Y,Incineroar,Rillaboom,Sneasler,Gholdengo,,MC211
MC210,Krebs' Local Tour Top 4 Team,,Andrew Krebs,,,,Blastoisinite,,,Floettite,,,Sitrus Berry,,,Miracle Seed,,,Grassy Seed,,,Rocky Helmet,,https://pokepast.es/a4768a9bbf6876de,Yes,Owner's,X,None,13 Sep 2026,Local Tour,Top 4,https://x.com/krebsvgc/status/2098909346650280201?s=46,-,-,krebsvgc,,Blastoise-Mega,Floette-Mega,Incineroar,Rillaboom,Sneasler,Indeedee-F,,MC210
MC209,tchagelado's Golisopod Psyspam Team,,tchagelado,,,,Golisopite,,,Life Orb,,,Sitrus Berry,,,Psychic Seed,,,Rocky Helmet,,,Focus Sash,,https://pokepast.es/369e75b64155b6a1,Yes,Extracted,✔,VXY11K38WJ,13 Sep 2026,-,,https://x.com/tchagelado/status/2098959361913577677?s=46,-,-,tchagelado,,Golisopod-Mega,Armarouge,Pelipper,Sneasler,Indeedee-F,Kingambit,,MC209
MC208,justsmeeks' Salamence Baxcalibur Team,,justsmeeks,,,,Baxcalibrite,,,Salamencite,,,Focus Sash,,,White Herb,,,Choice Scarf,,,Chople Berry,,https://pokepast.es/4b8af5079a5f474f,Yes,Extracted,X,None,13 Sep 2026,-,,https://x.com/justsmeeks/status/2098971751522996723?s=46,-,-,justsmeeks,,Baxcalibur-Mega,Salamence-Mega,Volcarona,Sneasler,Zoroark-Hisui,Kingambit,,MC208
MC207,lovejapanfrombr's Showdown Ladder Peak 6th Place Team,,lovejapanfrombr,,,,Salamencite,,,Tyranitarite,,,Sitrus Berry,,,Miracle Seed,,,Focus Sash,,,Life Orb,,https://pokepast.es/0149eb0e0ddf41fe,Yes,Extracted,X,None,13 Sep 2026,Showdown Ladder,Peak 6th,https://x.com/lovejapanfrombr/status/2098988959141400771?s=46,-,-,lovejapanfrombr,,Salamence-Mega,Tyranitar-Mega,Milotic,Rillaboom,Excadrill,Gholdengo,,MC207
MC206,WyatVGC's Salamence Floette Team,,Wyatt McDonald,,,,Floettite,,,Salamencite,,,Leftovers,,,Miracle Seed,,,Grassy Seed,,,Focus Sash,,https://pokepast.es/365a845739f077e0,Yes,Extracted,✔,WJQCLMUXWT,13 Sep 2026,-,,https://x.com/wyatvgc/status/2098969975126122637?s=46,-,-,wyatvgc,,Floette-Eternal-Mega,Salamence-Mega,Volcarona,Rillaboom,Gholdengo,Kingambit,,MC206
MC205,DjSanders' Garchomp-Z Sylveon Team,,DjSanders,,,,Garchompite Z,,,Sitrus Berry,,,Leftovers,,,Miracle Seed,,,Grassy Seed,,,Fairy Feather,,https://pokepast.es/ad11cad6ec6b68f7,Yes,Extracted,✔,08JDM972A5,13 Sep 2026,-,,Discord Submission,-,-,DjSanders,,Garchomp-Mega-Z,Incineroar,Milotic,Rillaboom,Sneasler,Sylveon,,MC205
MC204,squishvgc's Triple Terrain Team,,squishvgc,,,,Lucarionite Z,,,Sitrus Berry,,,Choice Scarf,,,Miracle Seed,,,Life Orb,,,Rocky Helmet,,https://pokepast.es/4e238aef62574bf3,Yes,Extracted,✔,UUUM823R3G,13 Sep 2026,-,,https://x.com/squishisquashi/status/2098843068782829716?s=46,-,-,squishisquashi,,Lucario-Mega-Z,Incineroar,Pelipper,Rillaboom,Pincurchin,Indeedee-F,,MC204
MC203,krlos_cb's Blastoise Camerupt Team,,krlos_cb,,,,Blastoisinite,,,Cameruptite,,,Miracle Seed,,,Grassy Seed,,,Life Orb,,,Focus Sash,,https://pokepast.es/5a8934668d366537,Yes,Extracted,✔,YJMHN5TTVR,13 Sep 2026,-,,https://x.com/krlos_cb/status/2098816639047237721?s=46,-,-,krlos_cb,,Blastoise-Mega,Camerupt-Mega,Rillaboom,Sneasler,Farigiraf,Kingambit,,MC203
MC202,emeotaah's Salamence Golisopod Team,,emeotaah,,,,Golisopite,,,Salamencite,,,Choice Scarf,,,Leftovers,,,Focus Sash,,,Life Orb,,https://pokepast.es/69bd51af4fde93dc,Yes,Extracted,✔,92UTSP0CH5,13 Sep 2026,-,,https://x.com/emeotaah/status/2098810332189753587?s=46,-,-,emeotaah,,Golisopod-Mega,Salamence-Mega,Arcanine-Hisui,Rillaboom,Pawmot,Gholdengo,,MC202
MC201,Elm's Salamence Floette Psyspam Team,,Motochika Nabeshima,,,,Floettite,,,Salamencite,,,Focus Sash,,,White Herb,,,Psychic Seed,,,Chople Berry,,https://pokepast.es/8ba4c9c260b8e9ae,Yes,Extracted,✔,P0132G0K6S,13 Sep 2026,-,,https://x.com/elm_motochika/status/2098814867964879229?s=46,-,-,elm_motochika,,Floette-Eternal-Mega,Salamence-Mega,Armarouge,Sneasler,Indeedee-F,Kingambit,,MC201
MC200,mofumofunatsuhi's Tera Square Offline Meetup #2 Team,,mofumofunatsuhi,,,,Froslassite,,,Garchompite Z,,,Sitrus Berry,,,Miracle Seed,,,Focus Sash,,,Occa Berry,,https://pokepast.es/f85b026e5b0e6567,Yes,Extracted,✔,DCJBEX6M9Y,13 Sep 2026,-,,https://x.com/mofumofunatsuhi/status/2098843188337533207?s=46,-,-,mofumofunatsuhi,,Froslass-Mega,Garchomp-Mega-Z,Incineroar,Rillaboom,Pawmot,Kingambit,,MC200
MC199,Justin's Salamence Sand Team,,Justin Cerioni,,,,Salamencite,,,Tyranitarite,,,Sitrus Berry,,,Miracle Seed,,,Focus Sash,,,Life Orb,,https://pokepast.es/9144f9e5950aaa23,Yes,Extracted,✔,XUA54FGRYJ,13 Sep 2026,-,,https://x.com/byte_v24/status/2098868521056784542?s=46,-,-,byte_v24,,Salamence-Mega,Tyranitar-Mega,Milotic,Rillaboom,Excadrill,Gholdengo,,MC199
MC198,katsumaji's Staraptor Armarouge Team,,katsumaji,,,,Staraptite,,,Choice Scarf,,,Focus Sash,,,Expert Belt,,,Rocky Helmet,,,Occa Berry,,https://pokepast.es/843abb0faf6aa3e4,Yes,Extracted,✔,HEFTFWTKLL,12 Sep 2026,-,,https://x.com/katsumaji/status/2098772159208517899?s=46,-,-,katsumaji,,Staraptor-Mega,Armarouge,Basculegion,Glimmora,Indeedee-F,Kingambit,,MC198
MC197,Enje's Charizard-Y Gardevoir Team,,Nicholas Johnson,,,,Charizardite Y,,,Gardevoirite,,,Wide Lens,,,Psychic Seed,,,Sitrus Berry,,,Life Orb,,https://pokepast.es/8bc91085c2883385,Yes,Extracted,✔,6VWC9QSSPX,12 Sep 2026,-,,https://x.com/enjevgc/status/2098795097580015680?s=46,-,-,enjevgc,,Charizard-Mega-Y,Gardevoir-Mega,Venusaur,Sneasler,Indeedee-F,Garchomp,,MC197
MC196,re_Takeshi_'s Devils Den #89 Runner Up Team,,re_Takeshi_,,,,Golisopite,,,Chople Berry,,,Sitrus Berry,,,Miracle Seed,,,Choice Scarf,,,Leftovers,,https://pokepast.es/4bfce88ce42a966a,Yes,Extracted,✔,TUP1DWYLK9,12 Sep 2026,Devils Den #89,Runner Up,https://x.com/re_Takeshi_/status/2098658025099665645?s=20,-,https://play.limitlesstcg.com/tournament/6aa08a28ab080c8c957fe7e0/standings,re_Takeshi_,,Golisopod-Mega,Incineroar,Pelipper,Rillaboom,Annihilape,Archaludon,,MC196
MC195,DomingoVGC's Devils Den #89 Top 8 Team,,Damahni Palmer,,,,Golisopite,,,Salamencite,,,Life Orb,,,Focus Sash,,,Colbur Berry,,,Chople Berry,,https://pokepast.es/9e93297449f0ea74,Yes,Extracted,✔,HL8WHRG0GE,12 Sep 2026,Devils Den #89,5th,https://x.com/DmanVGC/status/2098766255587012743?s=20,-,https://play.limitlesstcg.com/tournament/6aa08a28ab080c8c957fe7e0/standings,DmanVGC,,Golisopod-Mega,Salamence-Mega,Pelipper,Pawmot,Farigiraf,Kingambit,,MC195
MC194,Sidi I. Haidala's Chacho Cup #3 Champion Team,,Sidi I. Haidala,,,,Salamencite,,,Sitrus Berry,,,Miracle Seed,,,Grassy Seed,,,Chople Berry,,,Life Orb,,https://pokepast.es/a634bf11f53735ba,Yes,Extracted,✔,F8LK7PE99D,12 Sep 2026,Chacho Cup #3,Champion,https://x.com/mrsidi5/status/2098791295808356592?s=46,-,https://play.limitlesstcg.com/tournament/6a9eaf6ca4272c53be649abf/standings,mrsidi5,,Salamence-Mega,Milotic,Rillaboom,Sneasler,Tyranitar,Gholdengo,,MC194
MC193,ikorin_poke's Golisopod Psyspam Team,,ikorin_poke,,,,Golisopite,,,Twisted Spoon,,,Choice Scarf,,,Psychic Seed,,,Rocky Helmet,,,Fairy Feather,,https://pokepast.es/79fc59b9540aa76f,Yes,Extracted,✔,M9QQESP9MV,12 Sep 2026,-,,https://x.com/ikorin_poke/status/2098767069944918477?s=20,-,-,ikorin_poke,,Golisopod-Mega,Armarouge,Basculegion,Sneasler,Indeedee-F,Sylveon,,MC193
MC192,Alejandro's Salamence Absol-Z Team,,Alejandro,,,,Absolite Z,,,Salamencite,,,Sitrus Berry,,,Leftovers,,,Wide Lens,,,Life Orb,,https://pokepast.es/12c7b27a8e53ed9c,Yes,Extracted,✔,1GN0R3JLW4,12 Sep 2026,-,,https://x.com/AlejandroFdz_/status/2098769004491849837?s=20,-,-,AlejandroFdz_,,Absol-Mega-Z,Salamence-Mega,Incineroar,Milotic,Tsareena,Gholdengo,,MC192
MC191,PiyoLily145's Salamence Lucario-Z Team,,PiyoLily145,,,,Lucarionite Z,,,Salamencite,,,Focus Sash,,,Life Orb,,,Miracle Seed,,,Fairy Feather,,https://pokepast.es/5a82e9d03b9d6cc2,Yes,Extracted,✔,2Y87TU5RF9,12 Sep 2026,-,,https://x.com/PiyoLily145/status/2098781514721034340?s=20,-,-,PiyoLily145,,Lucario-Mega-Z,Salamence-Mega,Arcanine-Hisui,Basculegion,Rillaboom,Sylveon,,MC191
